# rows = seed1 [700..800], cols = seed2 [700..800], values = prime hits in first 'window' terms
14,14,0,14,12,0,10,10,0,16,13,0,16,12,0,18,20,0,14,10,0,18,10,0,10,11,0,14,8,0,11,8,0,12,13,0,19,14,0,8,5,0,21,20,0,5,7,0,15,15,0,16,9,0,15,12,0,11,19,0,9,17,0,7,16,0,13,9,0,7,14,0,9,15,0,17,11,0,21,10,0,17,18,0,14,13,0,10,25,0,0,18,0,15,11,0,7,9,0,11,12
0,21,0,19,0,14,0,13,0,12,0,24,0,13,0,19,0,14,0,12,0,12,0,12,0,10,0,13,0,10,0,10,0,17,0,11,0,17,0,13,0,9,0,12,0,12,0,18,0,10,0,14,0,12,0,7,0,14,0,9,0,14,0,11,0,10,0,8,0,15,0,20,0,15,0,16,0,12,0,8,0,13,0,5,0,11,0,10,0,8,0,11,0,11,0,11,0,12,0,14,0
10,12,15,13,15,14,10,17,10,13,20,10,14,0,25,11,12,10,5,11,12,9,14,7,11,7,14,15,7,14,3,9,13,16,15,26,0,10,14,13,9,4,10,10,0,10,13,10,8,8,11,14,1,16,16,10,10,13,12,0,10,8,14,7,10,9,11,11,13,16,9,17,13,16,11,0,11,13,9,17,8,4,0,13,21,14,19,15,14,13,15,6,8,6,10,4,15,5,16,23,3
0,18,0,15,0,0,0,0,0,16,0,0,0,15,0,10,0,0,0,20,0,0,0,0,0,22,0,19,0,0,0,0,0,15,0,0,0,13,0,21,0,0,0,16,0,11,0,0,0,0,0,24,0,0,0,8,0,16,0,0,0,12,0,0,0,0,0,17,0,18,0,0,0,18,0,17,0,0,0,11,0,11,0,0,0,18,0,10,0,0,0,0,0,9,0,0,0,19,0,0,0
0,13,0,24,0,0,10,11,14,7,0,11,10,17,18,0,8,12,9,13,0,8,9,9,11,0,0,12,0,15,0,18,14,9,15,0,13,0,15,9,0,0,16,13,11,0,6,20,0,15,0,6,10,8,0,0,14,13,13,0,0,20,8,15,10,0,6,0,10,21,0,9,8,6,13,0,14,16,17,11,0,0,11,14,16,0,13,8,6,14,0,13,0,0,7,0,10,15,9,16,0
0,8,0,18,0,8,0,11,0,18,0,12,0,24,0,9,0,22,0,17,0,15,0,9,0,14,0,8,0,8,0,12,0,13,0,17,0,22,0,13,0,11,0,10,0,13,0,13,0,11,0,13,0,12,0,14,0,15,0,20,0,13,0,14,0,11,0,10,0,11,0,18,0,26,0,10,0,11,0,13,0,17,0,16,0,10,0,17,0,8,0,10,0,12,0,14,0,12,0,7,0
5,13,0,11,8,0,14,11,0,14,12,0,22,13,0,8,17,0,16,20,0,14,10,0,9,10,0,5,5,0,12,7,0,14,13,0,14,14,0,14,15,0,17,6,0,9,15,0,13,5,0,20,13,0,13,8,0,9,13,0,9,18,0,12,7,0,19,10,0,13,5,0,15,18,0,14,16,0,4,12,0,14,16,0,17,13,0,17,17,0,11,10,0,15,11,0,10,15,0,13,14
0,18,0,8,0,12,0,7,0,14,0,10,0,15,0,17,0,17,0,16,0,17,0,11,0,9,0,13,0,13,0,11,0,6,0,18,0,10,0,14,0,12,0,16,0,16,0,14,0,6,0,14,0,19,0,9,0,11,0,11,0,15,0,12,0,4,0,10,0,10,0,11,0,18,0,17,0,14,0,15,0,15,0,12,0,17,0,19,0,17,0,6,0,9,0,8,0,13,0,11,0
9,15,15,11,17,7,11,24,5,18,14,18,18,14,15,14,18,18,16,2,18,11,16,12,11,14,14,13,10,12,11,15,21,13,13,23,12,11,18,7,17,10,21,16,10,16,13,19,19,12,12,13,11,17,10,14,20,19,13,16,11,8,19,10,16,5,19,8,25,16,19,9,15,8,21,10,17,19,14,9,8,13,19,17,15,11,13,24,2,11,8,17,20,16,6,16,14,28,11,10,12
0,11,0,9,0,0,0,8,0,10,0,0,0,14,0,0,0,0,0,17,0,10,0,0,0,0,0,7,0,0,0,18,0,17,0,0,0,7,0,10,0,0,0,11,0,0,0,0,0,7,0,14,0,0,0,0,0,10,0,0,0,7,0,13,0,0,0,11,0,11,0,0,0,13,0,0,0,0,0,14,0,8,0,0,0,0,0,14,0,0,0,9,0,4,0,0,0,11,0,9,0
0,10,7,10,12,14,12,0,12,9,7,7,8,14,0,14,10,15,12,7,11,0,11,14,13,17,14,16,0,10,10,6,18,12,5,0,11,7,15,15,3,17,0,15,10,8,8,13,13,0,6,20,12,13,12,14,0,14,15,14,12,11,10,0,15,8,15,12,16,9,0,10,13,20,11,13,22,0,20,7,15,6,14,12,0,15,11,10,10,9,11,0,7,17,8,12,14,21,0,13,6
0,18,0,0,0,10,0,7,0,16,0,12,0,18,0,11,0,22,0,16,0,16,0,13,0,15,0,15,0,13,0,8,0,10,0,9,0,16,0,18,0,0,0,23,0,7,0,17,0,10,0,12,0,8,0,9,0,10,0,8,0,18,0,13,0,13,0,11,0,14,0,10,0,9,0,16,0,18,0,0,0,6,0,11,0,16,0,19,0,12,0,13,0,11,0,11,0,7,0,3,0
12,7,0,14,18,0,8,12,0,26,15,0,6,18,0,14,18,0,5,16,0,15,18,0,12,10,0,16,12,0,9,7,0,13,14,0,16,11,0,15,13,0,12,15,0,13,10,0,13,9,0,6,12,0,14,14,0,15,17,0,15,8,0,7,16,0,17,10,0,15,5,0,11,14,0,9,9,0,18,12,0,15,17,0,10,17,0,16,14,0,7,12,0,5,13,0,12,7,0,13,12
0,16,0,18,0,12,0,10,0,21,0,12,0,13,0,18,0,9,0,12,0,9,0,14,0,10,0,15,0,14,0,12,0,12,0,12,0,12,0,12,0,15,0,11,0,9,0,14,0,4,0,17,0,11,0,9,0,14,0,11,0,14,0,12,0,10,0,14,0,14,0,15,0,15,0,14,0,13,0,14,0,10,0,13,0,10,0,25,0,5,0,8,0,3,0,12,0,16,0,13,0
0,9,6,19,11,0,15,17,12,9,0,14,4,6,21,0,6,5,11,18,0,10,3,13,12,0,12,17,10,18,0,11,10,12,10,0,11,12,9,10,0,8,10,17,9,0,10,18,7,8,0,6,6,9,0,0,8,12,16,9,0,8,9,11,11,0,14,11,13,13,0,13,12,13,11,0,8,12,10,3,0,12,8,0,12,0,12,11,10,12,0,12,9,9,11,0,9,13,23,12,0
0,14,0,12,0,0,0,9,0,15,0,0,0,22,0,0,0,0,0,9,0,12,0,0,0,12,0,17,0,0,0,9,0,22,0,0,0,0,0,13,0,0,0,13,0,16,0,0,0,4,0,8,0,0,0,13,0,11,0,0,0,7,0,14,0,0,0,17,0,13,0,0,0,14,0,12,0,0,0,9,0,0,0,0,0,10,0,7,0,0,0,7,0,9,0,0,0,13,0,11,0
13,18,14,13,13,11,24,15,12,17,8,21,16,11,6,9,12,19,9,13,15,25,17,15,16,7,8,2,13,10,11,15,12,10,13,18,18,10,19,15,19,12,6,15,17,10,17,12,17,16,8,16,9,11,17,16,13,8,11,11,18,16,17,15,14,15,11,8,12,15,17,28,15,12,13,22,15,20,11,6,14,17,20,10,11,20,14,17,14,13,16,10,9,10,12,13,13,9,6,12,15
0,12,0,11,0,10,0,0,0,13,0,7,0,16,0,0,0,8,0,12,0,0,0,12,0,17,0,13,0,9,0,10,0,12,0,0,0,14,0,11,0,0,0,5,0,9,0,13,0,0,0,12,0,15,0,13,0,10,0,16,0,9,0,0,0,7,0,0,0,10,0,10,0,8,0,11,0,0,0,7,0,9,0,10,0,7,0,10,0,19,0,0,0,0,0,14,0,14,0,17,0
12,16,0,5,10,0,22,16,0,8,12,0,12,15,0,10,12,0,18,9,0,6,11,0,16,19,0,9,6,0,11,11,0,13,13,0,8,11,0,22,6,0,21,11,0,9,8,0,7,7,0,10,14,0,10,7,0,14,7,0,15,15,0,14,11,0,8,20,0,11,11,0,17,6,0,12,15,0,15,16,0,12,13,0,20,12,0,15,10,0,15,14,0,9,9,0,11,26,0,11,10
0,6,0,5,0,0,0,15,0,13,0,14,0,7,0,0,0,25,0,11,0,19,0,11,0,0,0,10,0,12,0,7,0,8,0,0,0,14,0,7,0,9,0,8,0,0,0,9,0,11,0,16,0,11,0,0,0,13,0,14,0,17,0,6,0,0,0,12,0,13,0,8,0,12,0,0,0,9,0,10,0,13,0,11,0,0,0,6,0,11,0,8,0,14,0,0,0,9,0,10,0
11,7,12,16,11,11,17,10,9,8,10,10,6,15,0,10,9,12,10,11,6,10,19,15,9,7,10,11,16,12,17,0,8,15,7,14,11,13,10,12,8,16,13,12,15,6,8,15,0,7,15,12,15,14,8,11,12,10,11,9,13,17,19,8,5,0,14,12,19,16,10,5,11,12,0,14,17,10,14,7,11,13,0,8,9,14,9,17,12,14,7,7,14,6,14,9,10,10,18,0,14
0,15,0,13,0,0,0,9,0,22,0,0,0,6,0,11,0,0,0,16,0,9,0,0,0,12,0,13,0,0,0,15,0,13,0,0,0,12,0,14,0,0,0,6,0,6,0,0,0,13,0,17,0,0,0,15,0,14,0,0,0,20,0,12,0,0,0,9,0,8,0,0,0,10,0,10,0,0,0,7,0,18,0,0,0,13,0,12,0,0,0,12,0,0,0,0,0,12,0,5,0
10,12,15,12,10,20,12,13,11,25,14,17,5,9,20,15,13,16,10,17,8,15,8,13,14,9,12,22,8,12,18,18,18,2,14,12,10,17,15,21,5,8,19,14,24,15,5,7,18,7,15,8,17,21,15,14,11,15,14,15,14,14,5,10,13,11,10,9,14,16,14,17,13,24,16,16,17,13,25,11,10,12,12,12,8,11,10,19,15,20,14,12,12,13,9,13,13,14,13,16,12
0,9,0,14,0,13,0,15,0,12,0,7,0,23,0,16,0,12,0,11,0,14,0,11,0,20,0,21,0,13,0,11,0,21,0,14,0,15,0,10,0,12,0,9,0,10,0,23,0,13,0,11,0,17,0,15,0,16,0,13,0,8,0,3,0,12,0,18,0,13,0,7,0,14,0,10,0,17,0,10,0,9,0,6,0,12,0,11,0,23,0,18,0,10,0,6,0,20,0,11,0
0,12,0,10,8,0,15,0,0,16,0,0,13,13,0,0,13,0,20,7,0,0,12,0,9,0,0,20,0,0,0,14,0,15,15,0,20,14,0,13,0,0,0,16,0,0,12,0,11,0,0,13,12,0,8,0,0,11,12,0,0,12,0,0,13,0,14,10,0,8,0,0,18,6,0,0,12,0,7,13,0,17,9,0,0,0,0,21,16,0,0,0,0,6,7,0,17,9,0,13,0
0,9,0,19,0,13,0,13,0,11,0,12,0,0,0,11,0,10,0,14,0,12,0,17,0,7,0,9,0,21,0,9,0,16,0,19,0,13,0,16,0,8,0,13,0,10,0,16,0,11,0,17,0,11,0,9,0,10,0,0,0,12,0,15,0,10,0,11,0,18,0,9,0,14,0,16,0,17,0,7,0,15,0,10,0,14,0,15,0,11,0,12,0,10,0,13,0,14,0,15,0
23,18,9,14,0,9,9,15,11,11,9,15,13,8,14,0,22,14,17,11,3,18,10,7,9,13,0,8,6,13,13,10,10,16,17,14,17,0,11,17,12,12,16,11,9,18,13,11,0,6,14,17,6,11,10,10,15,13,5,0,6,9,8,9,12,6,13,14,18,12,0,7,10,11,8,15,7,8,9,11,13,0,7,9,7,12,9,10,8,9,6,18,0,13,12,11,15,19,14,8,11
0,18,0,9,0,0,0,11,0,9,0,0,0,10,0,11,0,0,0,22,0,14,0,0,0,10,0,10,0,0,0,9,0,14,0,0,0,6,0,13,0,0,0,9,0,15,0,0,0,10,0,9,0,0,0,10,0,8,0,0,0,15,0,20,0,0,0,9,0,17,0,0,0,22,0,10,0,0,0,0,0,9,0,0,0,15,0,10,0,0,0,12,0,12,0,0,0,14,0,10,0
13,22,16,7,16,12,8,10,17,13,11,10,17,14,13,20,10,19,16,19,21,13,18,16,4,9,9,18,17,16,12,15,22,10,12,18,18,11,13,2,9,17,24,14,12,15,11,16,15,14,11,8,12,13,19,19,15,15,11,11,19,12,18,7,19,4,14,13,11,9,10,14,15,15,10,12,12,12,8,10,11,18,14,14,10,15,22,18,9,18,6,11,8,12,10,7,9,17,18,13,16
0,6,0,0,0,0,0,14,0,13,0,19,0,12,0,0,0,16,0,22,0,7,0,7,0,0,0,11,0,11,0,12,0,10,0,0,0,14,0,12,0,16,0,21,0,0,0,13,0,13,0,12,0,15,0,0,0,12,0,9,0,18,0,7,0,0,0,8,0,14,0,16,0,10,0,0,0,0,0,9,0,14,0,13,0,0,0,6,0,11,0,11,0,12,0,0,0,5,0,16,0
14,13,0,0,10,0,8,6,0,11,7,0,8,7,0,0,12,0,17,8,0,10,0,0,8,6,0,16,0,0,10,11,0,15,7,0,16,10,0,7,16,0,7,16,0,16,9,0,14,12,0,11,10,0,0,9,0,14,12,0,0,9,0,7,12,0,16,0,0,8,9,0,4,16,0,14,8,0,12,0,0,11,10,0,10,8,0,10,8,0,12,9,0,0,10,0,14,7,0,10,10
0,6,0,10,0,15,0,0,0,20,0,16,0,9,0,7,0,14,0,11,0,0,0,5,0,13,0,21,0,14,0,10,0,17,0,0,0,11,0,14,0,19,0,15,0,11,0,10,0,0,0,12,0,11,0,4,0,14,0,15,0,12,0,0,0,13,0,10,0,11,0,11,0,11,0,15,0,0,0,15,0,9,0,17,0,13,0,6,0,14,0,0,0,6,0,0,0,17,0,8,0
11,17,10,17,20,9,19,20,17,32,15,15,10,8,15,7,10,10,7,18,5,9,14,7,14,6,10,11,16,26,28,13,14,16,15,18,13,16,15,12,15,11,12,2,15,10,11,15,16,15,22,20,12,17,17,7,15,14,12,19,13,12,10,10,16,13,8,14,13,19,8,13,12,14,18,16,7,20,9,9,16,14,11,11,12,15,12,15,16,28,15,6,9,5,19,15,13,16,19,16,14
0,9,0,19,0,0,0,16,0,13,0,0,0,0,0,12,0,0,0,11,0,9,0,0,0,12,0,8,0,0,0,8,0,10,0,0,0,18,0,14,0,0,0,11,0,10,0,0,0,15,0,17,0,0,0,17,0,18,0,0,0,9,0,14,0,0,0,14,0,13,0,0,0,12,0,0,0,0,0,7,0,10,0,0,0,9,0,22,0,0,0,9,0,10,0,0,0,9,0,11,0
0,11,11,17,19,0,9,8,13,17,0,12,11,8,14,0,20,21,11,14,0,9,16,13,7,0,12,12,4,8,0,13,11,11,18,0,11,14,14,10,0,8,8,16,17,0,12,8,13,11,0,20,10,16,15,0,5,13,15,9,0,11,6,15,18,0,19,6,11,12,0,15,8,14,11,0,13,12,9,8,0,11,16,19,10,0,6,19,7,16,0,11,7,13,13,0,8,16,17,8,0
0,17,0,14,0,8,0,5,0,10,0,9,0,17,0,17,0,14,0,12,0,14,0,13,0,20,0,8,0,9,0,10,0,13,0,17,0,16,0,16,0,18,0,18,0,13,0,17,0,5,0,16,0,21,0,8,0,17,0,7,0,14,0,15,0,19,0,11,0,10,0,10,0,18,0,11,0,13,0,13,0,10,0,17,0,12,0,19,0,8,0,10,0,10,0,15,0,15,0,11,0
11,17,0,10,13,0,11,16,0,9,9,0,16,16,0,10,20,0,13,8,0,6,12,0,7,9,0,13,11,0,11,8,0,18,19,0,17,13,0,14,9,0,17,9,0,14,18,0,12,8,0,26,17,0,7,12,0,17,6,0,7,12,0,13,5,0,11,20,0,13,16,0,15,15,0,10,15,0,13,10,0,15,15,0,10,12,0,12,12,0,6,9,0,13,14,0,16,9,0,4,16
0,19,0,12,0,13,0,9,0,9,0,8,0,7,0,0,0,11,0,19,0,7,0,16,0,12,0,23,0,16,0,0,0,14,0,15,0,0,0,24,0,10,0,17,0,11,0,9,0,12,0,11,0,16,0,10,0,9,0,0,0,13,0,9,0,0,0,9,0,16,0,9,0,11,0,13,0,20,0,12,0,0,0,4,0,17,0,8,0,11,0,10,0,5,0,14,0,11,0,0,0
0,9,9,12,9,9,14,0,10,10,10,16,13,12,0,14,13,13,11,16,6,0,11,7,10,15,8,17,0,16,5,6,15,10,12,0,17,10,13,18,4,8,0,17,10,11,6,18,8,0,10,10,10,7,5,11,0,15,5,14,11,10,18,0,9,16,7,11,7,10,0,8,13,14,16,13,18,0,8,8,15,8,16,10,0,13,10,17,11,11,10,0,13,13,9,15,12,18,0,10,21
0,9,0,15,0,0,0,6,0,7,0,0,0,10,0,0,0,0,0,12,0,12,0,0,0,0,0,11,0,0,0,12,0,13,0,0,0,8,0,20,0,0,0,11,0,0,0,0,0,9,0,14,0,0,0,0,0,9,0,0,0,8,0,10,0,0,0,18,0,3,0,0,0,11,0,0,0,0,0,14,0,14,0,0,0,0,0,8,0,0,0,5,0,8,0,0,0,10,0,13,0
13,15,9,10,9,13,12,11,18,10,7,11,11,16,14,9,17,22,18,14,20,11,10,10,13,8,11,21,15,13,13,11,16,22,17,12,14,8,19,21,16,11,14,13,7,13,19,8,25,10,12,2,14,12,9,12,20,11,20,17,24,20,10,24,11,11,12,12,13,22,9,14,21,18,16,9,17,16,14,15,11,13,19,21,7,12,9,11,18,14,10,15,11,20,20,7,6,18,20,10,8
0,21,0,6,0,0,0,9,0,13,0,9,0,14,0,5,0,13,0,11,0,13,0,11,0,14,0,13,0,11,0,23,0,14,0,16,0,20,0,9,0,9,0,8,0,13,0,16,0,8,0,9,0,12,0,5,0,12,0,9,0,16,0,12,0,4,0,10,0,14,0,12,0,19,0,13,0,8,0,11,0,10,0,10,0,12,0,6,0,9,0,16,0,9,0,4,0,12,0,0,0
17,9,0,9,10,0,12,10,0,16,12,0,12,4,0,19,10,0,12,9,0,19,16,0,16,11,0,18,11,0,13,16,0,13,12,0,15,12,0,12,8,0,11,18,0,15,15,0,12,16,0,14,13,0,17,16,0,11,19,0,7,9,0,11,7,0,13,13,0,14,15,0,15,14,0,11,22,0,10,13,0,6,13,0,15,8,0,19,15,0,15,15,0,13,12,0,7,7,0,16,9
0,5,0,8,0,6,0,9,0,10,0,15,0,7,0,0,0,14,0,14,0,12,0,11,0,0,0,8,0,19,0,10,0,15,0,8,0,10,0,18,0,0,0,5,0,8,0,13,0,14,0,11,0,12,0,9,0,18,0,11,0,11,0,16,0,10,0,0,0,11,0,7,0,15,0,11,0,17,0,16,0,11,0,0,0,16,0,19,0,13,0,8,0,0,0,16,0,21,0,10,0
0,8,14,9,11,0,8,9,14,8,0,12,15,14,9,0,18,13,8,11,0,14,11,12,13,0,14,14,9,17,0,6,14,14,11,0,9,15,12,11,0,7,8,16,19,0,14,9,17,13,0,8,7,13,11,0,6,20,13,11,0,15,8,13,9,0,7,6,13,10,0,15,8,9,9,0,22,14,16,15,0,9,14,13,6,0,9,10,10,15,0,11,12,15,6,0,13,13,21,12,0
0,20,0,19,0,0,0,0,0,12,0,0,0,9,0,20,0,0,0,14,0,0,0,0,0,26,0,9,0,0,0,13,0,15,0,0,0,13,0,12,0,0,0,23,0,10,0,0,0,0,0,14,0,0,0,14,0,12,0,0,0,21,0,0,0,0,0,11,0,15,0,0,0,29,0,16,0,0,0,9,0,12,0,0,0,15,0,21,0,0,0,0,0,21,0,0,0,19,0,10,0
7,15,14,24,9,16,16,12,12,17,10,16,11,12,23,16,18,12,9,9,6,14,11,15,17,7,18,19,14,13,14,10,15,10,11,6,16,20,13,13,17,11,18,15,10,16,8,11,14,10,8,11,7,13,11,20,22,2,18,12,15,18,15,9,14,13,23,5,18,7,12,20,11,14,8,9,18,19,11,16,6,20,11,16,14,7,11,9,19,14,18,18,9,10,11,17,15,13,21,9,14
0,14,0,11,0,16,0,7,0,17,0,8,0,8,0,12,0,9,0,19,0,6,0,11,0,10,0,17,0,17,0,19,0,18,0,16,0,13,0,18,0,9,0,10,0,11,0,10,0,17,0,16,0,8,0,8,0,15,0,14,0,9,0,17,0,10,0,13,0,21,0,12,0,10,0,10,0,22,0,16,0,5,0,11,0,16,0,11,0,6,0,10,0,6,0,13,0,16,0,11,0
10,12,0,9,0,0,12,15,0,13,12,0,15,0,0,0,11,0,17,15,0,7,16,0,17,8,0,24,11,0,11,6,0,18,9,0,0,0,0,13,13,0,12,18,0,12,17,0,0,9,0,12,10,0,11,12,0,16,7,0,9,17,0,9,20,0,11,7,0,11,0,0,17,13,0,12,9,0,10,15,0,0,0,0,17,7,0,8,8,0,8,10,0,11,13,0,16,21,0,9,12
0,11,0,0,0,0,0,16,0,8,0,14,0,13,0,0,0,7,0,15,0,14,0,7,0,0,0,14,0,15,0,9,0,19,0,0,0,13,0,16,0,0,0,17,0,0,0,13,0,12,0,16,0,13,0,0,0,13,0,17,0,11,0,17,0,0,0,14,0,13,0,15,0,21,0,0,0,7,0,0,0,6,0,17,0,0,0,15,0,14,0,7,0,13,0,0,0,12,0,5,0
15,18,11,15,25,11,14,9,14,16,11,11,11,17,14,13,12,13,14,18,14,16,19,14,23,8,13,13,18,15,18,9,14,13,18,17,15,9,18,18,13,10,8,24,6,9,10,13,11,11,14,16,12,25,16,16,17,14,14,12,12,2,23,23,11,9,19,16,12,9,12,16,14,18,18,21,14,17,14,12,6,16,23,16,10,11,9,14,12,18,10,13,13,10,7,17,15,11,13,10,11
0,14,0,13,0,0,0,15,0,10,0,0,0,18,0,16,0,0,0,16,0,8,0,0,0,5,0,14,0,0,0,14,0,7,0,0,0,9,0,11,0,0,0,11,0,6,0,0,0,11,0,8,0,0,0,7,0,10,0,0,0,25,0,9,0,0,0,8,0,18,0,0,0,14,0,11,0,0,0,5,0,18,0,0,0,10,0,19,0,0,0,16,0,10,0,0,0,18,0,14,0
0,16,9,12,9,14,11,0,12,15,6,5,12,7,0,16,12,14,15,9,16,0,10,8,14,14,14,8,0,21,10,11,10,11,13,0,14,7,16,15,10,8,0,10,13,6,10,10,6,0,8,10,12,14,16,7,0,19,6,17,14,7,7,0,26,7,14,13,13,22,0,12,6,18,9,16,6,0,14,10,12,19,11,16,0,14,13,9,10,12,8,0,17,14,13,7,7,10,0,12,8
0,12,0,17,0,13,0,13,0,14,0,6,0,10,0,8,0,16,0,17,0,18,0,10,0,9,0,11,0,12,0,15,0,18,0,13,0,17,0,13,0,9,0,14,0,18,0,22,0,5,0,10,0,13,0,9,0,16,0,14,0,6,0,5,0,12,0,12,0,15,0,8,0,14,0,11,0,10,0,10,0,9,0,12,0,18,0,18,0,14,0,13,0,11,0,11,0,20,0,15,0
0,11,0,9,3,0,13,5,0,10,0,0,9,9,0,0,12,0,6,19,0,10,14,0,8,0,0,15,14,0,0,0,0,13,10,0,18,9,0,9,0,0,7,9,0,0,12,0,0,10,0,10,8,0,9,0,0,11,13,0,0,13,0,7,11,0,7,10,0,6,0,0,12,12,0,0,6,0,10,7,0,13,0,0,12,0,0,5,10,0,0,5,0,15,9,0,16,17,0,0,0
0,7,0,15,0,16,0,12,0,13,0,11,0,7,0,10,0,12,0,9,0,17,0,13,0,18,0,11,0,13,0,12,0,10,0,12,0,7,0,8,0,11,0,17,0,12,0,9,0,12,0,12,0,9,0,14,0,25,0,12,0,11,0,13,0,8,0,16,0,14,0,16,0,15,0,10,0,18,0,4,0,13,0,7,0,11,0,14,0,5,0,6,0,20,0,10,0,15,0,12,0
12,15,0,12,16,5,14,6,0,9,16,15,12,12,17,0,12,4,14,21,12,14,9,14,11,11,15,7,0,10,9,13,13,13,6,11,16,3,11,14,8,0,10,11,16,9,10,9,13,6,4,18,11,14,0,12,22,13,16,16,12,13,8,10,15,9,15,0,13,11,10,16,12,11,11,14,19,7,11,14,0,17,15,15,12,8,14,11,8,11,15,13,18,0,12,8,8,11,9,10,11
